,possibly_sensitive,text,id,source,created_at,reply_settings,lang,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,context_annotations,entities.hashtags,entities.annotations,entities.urls,entities.mentions,geo.place_id,entities.cashtags,geo.coordinates.type,geo.coordinates.coordinates
145,FALSE,"2 Months ago I Returned my iPhone 14 Pro Max! Do I have any regrets left? Watch my latest Video to find out:https://t.co/kTQ1iQY9zN

#iPhone #iPhone14ProMax #iPhone14Pro #iPhone14 #Apple https://t.co/sFGuNxRxx7",1.59002E+18,Twitter Web App,2022-11-08T16:50:39.000Z,everyone,en,['1590024006572584965'],0,0,0,0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'start': 133, 'end': 140, 'tag': 'iPhone'}, {'start': 141, 'end': 156, 'tag': 'iPhone14ProMax'}, {'start': 157, 'end': 169, 'tag': 'iPhone14Pro'}, {'start': 170, 'end': 179, 'tag': 'iPhone14'}, {'start': 180, 'end': 186, 'tag': 'Apple'}]","[{'start': 27, 'end': 43, 'probability': 0.6032, 'type': 'Other', 'normalized_text': 'iPhone 14 Pro Max'}, {'start': 134, 'end': 139, 'probability': 0.8765, 'type': 'Product', 'normalized_text': 'iPhone'}, {'start': 142, 'end': 155, 'probability': 0.6646, 'type': 'Product', 'normalized_text': 'iPhone14ProMax'}, {'start': 158, 'end': 168, 'probability': 0.5223, 'type': 'Product', 'normalized_text': 'iPhone14Pro'}, {'start': 171, 'end': 178, 'probability': 0.5435, 'type': 'Product', 'normalized_text': 'iPhone14'}, {'start': 181, 'end': 185, 'probability': 0.4458, 'type': 'Product', 'normalized_text': 'Apple'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/kTQ1iQY9zN', 'expanded_url': 'https://youtu.be/Umw8nj6X7Q4', 'display_url': 'youtu.be/Umw8nj6X7Q4', 'images': [{'url': 'https://pbs.twimg.com/news_img/1590024010381037568/ogGdgmgB?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1590024010381037568/ogGdgmgB?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone 14 Pro Max! Do I regret Returning it?', 'description': 'iPhone 14 Pro Max! Do I regret Returning it? Well... NO! I still hold all of my opinions from the iPhone 14 Pro Max Review! If you have the iPhone 13 Pro Max...', 'unwound_url': 'https://www.youtube.com/watch?v=Umw8nj6X7Q4&feature=youtu.be'}, {'start': 187, 'end': 210, 'url': 'https://t.co/sFGuNxRxx7', 'expanded_url': 'https://twitter.com/TechSummer1/status/1590024006572584965/photo/1', 'display_url': 'pic.twitter.com/sFGuNxRxx7', 'media_key': '3_1590023984506077184'}]",,,,,
146,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for Android,2022-11-08T16:50:29.000Z,everyone,ja,['1590023967980814337'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
147,FALSE,"【中国】世界最大のiPhone工場から従業員が集団脱出‼︎418
https://t.co/zchOVVILIl
#iphone14  #フォクスコン #鄭州 https://t.co/CJwZZGAbEv",1.59002E+18,Twitter Web App,2022-11-08T16:50:06.000Z,everyone,ja,['1590023869204942849'],2,1,6,0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'start': 57, 'end': 66, 'tag': 'iphone14'}, {'start': 68, 'end': 75, 'tag': 'フォクスコン'}, {'start': 76, 'end': 79, 'tag': '鄭州'}]","[{'start': 1, 'end': 2, 'probability': 0.9255, 'type': 'Place', 'normalized_text': '中国'}]","[{'start': 33, 'end': 56, 'url': 'https://t.co/zchOVVILIl', 'expanded_url': 'https://youtu.be/q0uZfTFikgs', 'display_url': 'youtu.be/q0uZfTFikgs', 'images': [{'url': 'https://pbs.twimg.com/news_img/1590023525242662914/7Ml9R3qw?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1590023525242662914/7Ml9R3qw?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【中国】世界最大のiPhone工場から従業員が集団脱出‼︎418', 'description': '◆呉さんが作っている商品はこちらで購入できます↓https://www.amazon.co.jp/stores/page/E26280AE-7944-4233-B693-564AEDF93C6D◆『まる見え中国部』への入部希望者はこちら↓https://www.marumiechugokubu.com/◆チャンネ...', 'unwound_url': 'https://www.youtube.com/watch?v=q0uZfTFikgs&feature=youtu.be'}, {'start': 80, 'end': 103, 'url': 'https://t.co/CJwZZGAbEv', 'expanded_url': 'https://twitter.com/taroch_taro/status/1590023869204942849/photo/1', 'display_url': 'pic.twitter.com/CJwZZGAbEv', 'media_key': '3_1590023861789073410'}]",,,,,
148,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for iPhone,2022-11-08T16:50:03.000Z,everyone,ja,['1590023856601063424'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
149,FALSE,"RT @KingConcour: 🎁#CONCOURS🎁 

Vous avez été nombreux pour notre premier concours, nous avons donc décidé de vous faire gagner 5 iPhones 14…",1.59002E+18,Twitter for Android,2022-11-08T16:49:56.000Z,everyone,fr,['1590023826146197513'],501,0,0,0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'start': 18, 'end': 27, 'tag': 'CONCOURS'}]",,,"[{'start': 3, 'end': 15, 'username': 'KingConcour', 'id': '1201243354421506048'}]",,,,
150,FALSE,RT @fresk0_: Another #wallpaper for your #LockScreen &amp; #homescreen? Anyone care to Give it a like and Retweet if u want this early in DMs 😬…,1.59002E+18,Twitter for iPhone,2022-11-08T16:49:55.000Z,everyone,en,['1590023825877794817'],85,0,0,0,,"[{'start': 21, 'end': 31, 'tag': 'wallpaper'}, {'start': 41, 'end': 52, 'tag': 'LockScreen'}, {'start': 59, 'end': 70, 'tag': 'homescreen'}]",,,"[{'start': 3, 'end': 11, 'username': 'fresk0_', 'id': '2883434874'}]",,,,
151,FALSE,iPhone14 Pro用ディスプレイをLG Displayも供給へ〜増産用部材確保 https://t.co/1PS1xTLTb0,1.59002E+18,Twitter for iPad,2022-11-08T16:49:16.000Z,everyone,ja,['1590023662140542976'],0,0,0,0,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,,"[{'start': 43, 'end': 66, 'url': 'https://t.co/1PS1xTLTb0', 'expanded_url': 'https://iphone-mania.jp/news-501676/', 'display_url': 'iphone-mania.jp/news-501676/', 'images': [{'url': 'https://pbs.twimg.com/news_img/1590000277784264704/_TeboEZU?format=jpg&name=orig', 'width': 1200, 'height': 1500}, {'url': 'https://pbs.twimg.com/news_img/1590000277784264704/_TeboEZU?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone14 Pro用ディスプレイをLG Displayも供給へ〜増産用部材確保', 'description': '\xa0 LG Displayが、iPhone14 Pro Maxに続きiPhone14 Pro用低温多結…', 'unwound_url': 'https://iphone-mania.jp/news-501676/'}]",,,,,
152,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for iPhone,2022-11-08T16:49:13.000Z,everyone,ja,['1590023646508363776'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
153,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for iPhone,2022-11-08T16:49:08.000Z,everyone,ja,['1590023628573540352'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
154,FALSE,"RT @h3467834: 转发➕关注我❤️抽3位幸运儿送三台iphone↓

【 iPhone 14（512G）】顶配 
【 iPhone 14 Pro （1TB）】顶配 
【 iPhone 14 Pro Max （1TB）】顶配

 转发关注我就行 ！不喜欢均可官网价格折现…",1.59002E+18,Twitter for iPhone,2022-11-08T16:48:51.000Z,following,zh,['1590023554317570048'],141,0,0,0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",,,,"[{'start': 3, 'end': 12, 'username': 'h3467834', 'id': '1584963832232914944'}]",,,,
155,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for Android,2022-11-08T16:48:50.000Z,everyone,ja,['1590023552631463939'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
156,FALSE,"RT @sumitkapoor16: 🚨 𝗕𝗜𝗚 ! 𝗕𝗜𝗚 ! 𝗕𝗜𝗚 ! 🚨

On the auspicious occasion of Diwali, We are doing a 𝗠𝗲𝗴𝗮 𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 of 𝗶𝗽𝗵𝗼𝗻𝗲 𝟭𝟰 📱, if we hit 90k…",1.59002E+18,Twitter Web App,2022-11-08T16:47:54.000Z,everyone,en,['1590023317809156096'],2977,0,0,0,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1457839312167309317', 'name': 'Diwali'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1457839312167309317', 'name': 'Diwali'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847548225712119808', 'name': 'Holidays', 'description': 'Holidays'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1457839312167309317', 'name': 'Diwali'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",,"[{'start': 72, 'end': 77, 'probability': 0.6989, 'type': 'Other', 'normalized_text': 'Diwali'}]",,"[{'start': 3, 'end': 17, 'username': 'sumitkapoor16', 'id': '519807680'}]",,,,
157,FALSE,"RT @atope_bnpl: 「あの、iPhone14ってドコモで買ったんですか？」と後輩に聞かれたので「ぼくはApple Storeの通販だよ。2万円も安いしね。ドコモみたいに""36回の分割払い""が無料でできるから、今お金なくても大丈夫。それにApple Storeの下取り…",1.59002E+18,Twitter for iPhone,2022-11-08T16:47:52.000Z,everyone,ja,['1590023307973492737'],4927,0,0,0,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",,"[{'start': 30, 'end': 32, 'probability': 0.755, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 57, 'end': 67, 'probability': 0.4309, 'type': 'Product', 'normalized_text': 'Apple Store'}, {'start': 83, 'end': 85, 'probability': 0.7194, 'type': 'Organization', 'normalized_text': 'ドコモ'}, {'start': 124, 'end': 134, 'probability': 0.4624, 'type': 'Product', 'normalized_text': 'Apple Store'}]",,"[{'start': 3, 'end': 14, 'username': 'atope_bnpl', 'id': '1574678967176437760'}]",,,,
